experiment_id,set_id,cell_type,temperature,env,pseudo_id,pseudo_x,inhibitor_name,inhibitor_conc,inhibitor_conc_units,_esid,_range,_norm_cv_avg,_norm_cv_std,_intra_range_fold,_intra_ln_u_avg,_intra_ln_u_std,_intra_ln_s_avg,_intra_ln_s_std,_intra_delay_avg,_intra_delay_std,_intra_dmax_avg,_intra_dmax_std,_intra_left_avg,_intra_left_std,_intra_right_avg,_intra_right_std,_intra_duration_avg,_intra_duration_std,_intra_t20_avg,_intra_t20_std,_intra_t50_avg,_intra_t50_std,_intra_in_t20_avg,_intra_in_t20_std,_intra_in_t50_avg,_intra_in_t50_std,_intra_baseline_avg,_intra_baseline_std,rb_factor,baseline,ln_u,ln_s,ln_r2,ln_n,delay,log2_delay,dmax,left,log2_left,right,log2_right,duration,t20,t50,in_t20,in_t50
20180611,P1V1,TZM-BL,37,M21360_XPR_25,20180521B,0.114285714,T20,50,ug/mL,20180611.P1V1,41.47582371,-0.48295849,1.555591603,1.099474756,3.740920559,0.063367493,1.210651777,0.018912328,9.72929283,0.170983586,0.016289374,0.000913249,2.899135724,0.003877074,32.65665186,1.191289862,29.75751614,1.195166935,14.85842202,0.727644447,41.17906817,2.670994519,15.10911114,0.184690763,40.97522977,5.707420008,-0.000569302,0.002281392,0.998956114,-0.000569302,3.740810459,1.21236661,0.992004326,7,9.688868624,3.276328211,0.016286692,2.882364753,1.527252915,32.56845794,5.025403507,29.68609318,14.82679339,41.13212269,15.12955984,40.4118612
20180611,P1V2,TZM-BL,37,B20101_XPR_310,20180521A,0.285714286,T20,50,ug/mL,20180611.P1V2,197.6999253,-0.218091802,0.802517583,1.01353422,4.186274809,0.076894324,0.693875014,0.062703645,40.5636367,0.410604927,0.01119645,0.00138344,20.29342047,1.476589858,81.24038253,4.269731997,60.94696206,5.746321855,36.12959216,0.914316146,64.87455593,5.060393665,35.77545314,0.423762182,61.23010193,,-0.001621412,8.41E-05,1.001680886,-0.001621412,4.182702617,0.691835606,0.998534489,7,40.61210242,5.34383781,0.01117679,20.33270158,4.345730012,81.11774309,6.341945608,60.78504151,36.05567511,64.54275104,35.75252367,64.03655669
20180611,P1V3,TZM-BL,37,M21360_PL_211,20180521C,0.039548023,T20,50,ug/mL,20180611.P1V3,33.59756969,0.060497942,0.046997672,1.012142829,3.355351927,0.068971171,0.992990237,0.016796612,10.71663037,1.094711327,0.022984884,0.001578601,3.973846641,0.472270112,28.90455862,2.469263423,24.93071198,1.99699331,12.01187792,1.026993762,27.68977283,1.977199879,11.50602361,1.129387069,28.76617349,1.717542277,-0.010624845,3.87E-05,1.010652223,-0.010624845,3.35553116,0.995246029,0.996547291,7,10.64421446,3.411997578,0.022949777,3.934447524,1.976161066,28.79674991,4.847834089,24.86230239,11.96992091,27.66082364,11.37665059,28.62570935
20180611,P1V4,TZM-BL,37,B21361_XPR_201,20180521L,0.142857143,T20,50,ug/mL,20180611.P1V4,30.61693122,0.016180629,0.130038217,1.310674017,3.412454539,0.012082349,1.009019586,0.021183017,10.96667426,0.601007194,0.021686816,0.000270237,4.000958216,0.303834393,30.06651974,1.011472068,26.06556152,0.707637675,12.55294326,0.380575055,29.34073001,0.366578365,12.14246356,0.694971476,29.56656751,2.402911027,-0.013378147,0.003559596,1.010861133,-0.013378147,3.412252847,1.009785712,0.998214954,7,10.94174908,3.451771472,0.021685836,3.986046756,1.994958633,30.03524049,4.90858431,26.04919373,12.53936945,29.33350408,12.18435737,29.39933606
20180611,P1V5,TZM-BL,37,B21361_XPR_808,20180521M,0.171428571,T20,50,ug/mL,20180611.P1V5,22.05826201,0.142805603,0.183265164,1.154432507,3.749875898,0.21362574,1.170189708,0.031269184,10.85869463,1.520044608,0.016074171,0.003252788,3.362989076,0.366426039,35.07841849,5.993999399,31.71542942,5.627573359,15.64527445,2.992877163,42.00179079,9.117050412,16.65244427,3.639252982,41.90336681,16.06923159,-0.015658504,0.003533638,1.013159845,-0.015658504,3.747741739,1.179769174,0.982520238,7,10.54747436,3.398825676,0.015985529,3.241762813,1.696778539,34.3175062,5.100872813,31.07574339,15.34776404,41.42516665,16.3600619,42.41289519
20180611,P2V1,TZM-BL,37,M21360_BMR_5506,20180521D,0.114285714,T20,50,ug/mL,20180611.P2V1,36.6556962,-0.11505093,0.901968719,1.063363698,3.792554123,0.055209421,1.349633985,0.028048693,7.206099307,0.940739246,0.016589922,0.001198092,1.872584214,0.296435444,27.74140785,2.848782052,25.86882363,2.552346608,13.94976151,1.116031588,43.40339587,2.450241143,13.85041831,1.475764048,43.0840528,1.557664194,-0.000768903,0.001566346,0.999661329,-0.000768903,3.79280736,1.34862091,0.998652965,7,7.199625422,2.847921849,0.016548841,1.869008525,0.90227315,27.73374521,4.793570548,25.86473668,13.94316436,43.38081846,13.90518788,42.99306883
20180611,P2V2,TZM-BL,37,M21360_PL_1006,20180521G,0.285714286,T20,50,ug/mL,20180611.P2V2,289.6576648,0.008109417,0.109607207,1.069039289,3.238939346,0.039838393,0.821994845,0.048973102,13.00951857,1.561922556,0.026717772,0.000547152,5.738628732,0.967063929,29.52781194,2.105806062,23.78918321,1.138742132,12.29051169,1.015036216,24.51677472,1.016278492,11.19862495,0.561292237,26.79164626,1.558789792,-0.000643163,0.000151448,1.000536072,-0.000643163,3.238709367,0.822904142,0.992641329,7,12.95572972,3.695518371,0.026671846,5.68956615,2.508318646,29.50153458,4.882718096,23.81196843,12.25742278,24.50078833,11.19727314,26.71874622
20180611,P2V3,TZM-BL,37,M21360_XPR_604,20180521E,0.098591549,T20,50,ug/mL,20180611.P2V3,37.43619972,0.02630006,0.085238299,1.128600344,3.019671066,0.049221498,1.148274573,0.027669527,5.495499279,0.618395027,0.032828535,0.001866765,1.746129532,0.244415624,17.30226815,1.470586312,15.55613862,1.226170688,7.42300489,0.556467034,19.49696102,1.00848394,7.40374361,0.617480543,19.66466383,0.721479492,-0.008469988,0.001069628,1.007713647,-0.008469988,3.020070534,1.148717274,0.997747998,7,5.476789972,2.453330556,0.032781882,1.736378954,0.796081841,17.27458648,4.110579271,15.53820753,7.413162146,19.49273706,7.356947025,19.62379982
20180611,P2V4,TZM-BL,37,B21361_XPR_504,20180521O,0.257142857,T20,50,ug/mL,20180611.P2V4,34.42295473,0.075314458,0.081683906,1.12301595,3.520092609,0.049736711,1.190219317,0.026208167,8.192074465,0.103628796,0.020158012,0.000817478,2.492497651,0.096830076,26.93408063,0.365159598,24.44158298,0.461989674,12.04354583,0.351581147,32.80845491,1.680828431,12.24507263,1.075631957,32.60514212,5.876611057,-0.005953344,7.13E-05,1.005902909,-0.005953344,3.519918428,1.191836772,0.999512796,7,8.16162701,3.02885678,0.020158784,2.478384077,1.30939978,26.87725284,4.748313781,24.39886876,12.0226752,32.78167272,12.31523583,33.10467953
20180611,P2V5,TZM-BL,37,B21361_XPR_802,20180521N,0.126760563,T20,50,ug/mL,20180611.P2V5,26.0433925,0.316899732,0.454682412,1.174188832,3.456180615,0.39825311,1.490542864,0.009552928,3.594005511,1.488762394,0.026710569,0.010558115,0.811171212,0.34308553,15.9243995,6.457094851,15.11322829,6.114009321,9.130870133,3.721511976,31.96079238,12.79040727,7.600977012,1.054751945,28.94824829,9.725898419,-0.012260612,0.003060612,1.010096432,-0.012260612,3.457410594,1.540836217,0.92179119,7,2.954219079,1.562776818,0.026740226,0.632799361,-0.660179952,13.79174966,3.785733587,13.1589503,8.403024511,30.73469602,7.551731902,34.0788605
20180611,P3V1,TZM-BL,37,B25551_XPR_167,20180521S,0.065155807,T20,50,ug/mL,20180611.P3V1,58.1612799,-0.037730343,0.502364079,1.30265589,3.397116243,0.187134919,1.104258469,0.07419204,8.803177515,0.204924235,0.022469117,0.003855609,2.919366481,0.148565146,26.61856925,2.590479995,23.69920277,2.739045141,11.4465561,1.497432051,29.13977361,5.60751354,10.97092943,0.464132767,29.58638404,7.598564197,-0.001556468,0.001793825,1.002824894,-0.001556468,3.39207594,1.107811384,0.997610293,7,8.713119488,3.123189328,0.022375744,2.877778069,1.524955337,26.38092632,4.721423318,23.50314825,11.30789081,28.72760098,11.00002242,30.13214501
20180611,P3V2,TZM-BL,37,M25550_PL_301,20180521R,0.126760563,T20,50,ug/mL,20180611.P3V2,2.239449828,1.127158254,2.417783961,1.258684301,3.729025623,0.556479515,1.449107661,0.827981901,7.154246629,8.727252999,0.024523797,0.000917972,2.873423935,3.881863162,19.56238256,17.03032673,16.68895863,13.14846357,12.02655865,1.514815404,43.90386923,23.77357327,11.7866862,0.286109849,41.38152185,19.0483835,-0.115945314,0.049661325,1.151061174,-0.115945314,3.581624973,1.28682172,0.920667502,7,6.860050717,2.778219242,0.019746405,1.894382855,0.921727929,24.84201951,4.634710556,22.94763665,11.826981,34.93188177,11.80681121,35.29605538
20180611,P3V3,TZM-BL,37,M21360_BMR_5914,20180521H,0.142857143,T20,50,ug/mL,20180611.P3V3,25.44402878,0.010907579,0.067945445,1.118219137,3.344722823,0.041162422,1.085688061,0.015679919,8.734622938,0.656307345,0.023378836,0.001022335,2.95133339,0.267876039,25.85373473,1.538151655,22.90240134,1.270275617,10.97743323,0.612925507,27.36472652,1.167231242,11.06016781,0.417227907,27.18052025,1.246740494,-0.008392809,0.001115112,1.009181312,-0.008392809,3.344904489,1.086477163,0.980655567,7,8.710000641,3.122672825,0.023363806,2.938780507,1.55521761,25.81482727,4.69012804,22.87604676,10.96383229,27.35786706,11.04507976,27.24194312
20180611,P3V4,TZM-BL,37,B25551_XPR_270,20180521T,0.154929577,T20,50,ug/mL,20180611.P3V4,17.17588528,0.036210216,0.125252498,1.112317422,3.283494899,0.111493493,1.09541148,0.220666421,8.112584266,2.949753652,0.025480027,0.001848186,2.85523134,1.599505899,23.57870209,3.553469344,20.72347075,1.953963445,10.22105231,0.713620235,25.75173644,2.976480428,10.24612948,0.107573695,25.94997931,1.0778275,-0.011683701,0.002328612,1.010037124,-0.011683701,3.271276268,1.077170344,0.99634729,7,8.256331138,3.045500834,0.025112128,2.811758174,1.49147252,24.24355142,4.599529149,21.43179325,10.23701132,25.3449411,10.24781748,26.00130894
20180611,P3V5,TZM-BL,37,M21360_BML_5406,20180521I,0.285714286,T20,50,ug/mL,20180611.P3V5,11.03181189,1.222483803,2.75173125,1.163194943,3.558669664,0.04683764,0.788004078,0.154868252,19.04371152,5.463189078,0.01998197,0.000578155,8.904897298,3.84317067,41.19640663,5.587259489,32.29150934,1.744088819,17.71676188,3.146647347,34.13571046,1.645072322,17.61435463,3.169891652,35.30947114,0.328539831,-0.022659171,0.005294335,1.026402832,-0.022659171,3.562014915,0.7799567,0.996100477,7,19.17644037,4.261263039,0.019677679,8.790976181,3.136023376,41.83106148,5.386502702,33.0400853,17.75726399,34.23411943,17.56972596,35.31773802
20180611,P4V1,TZM-BL,37,M21360_BML_5901,20180521K,0.285714286,T20,50,ug/mL,20180611.P4V1,8.703693418,0.029256415,0.207301554,1.023378735,3.766883399,0.011126941,1.09533894,0.086697509,13.1107109,2.618334945,0.015400212,0.000413538,4.430789077,1.257654921,38.93768197,4.443068111,34.50689289,3.18541319,16.83406529,1.418386041,42.2464155,0.481190401,16.75588686,1.235136222,43.54699434,2.108157248,-0.027200735,0.007795,1.021688837,-0.027200735,3.767414216,1.097056778,0.998283035,7,12.98611411,3.698897886,0.015341144,4.335443286,2.116179512,38.89778932,5.28161626,34.56234604,16.78901703,42.26803825,16.68528736,43.6090135
20180611,P4V2,TZM-BL,37,B25551_XPR_143,20180521V,0.042253521,T20,50,ug/mL,20180611.P4V2,90.65976628,-0.631924666,1.738964909,1.285900796,2.994472618,0.016169378,0.997582399,0.014904913,7.383419827,0.100177963,0.032934715,0.000534905,2.723209554,0.077528263,20.02084024,0.026758523,17.29763069,0.104286786,8.195029717,0.036691139,18.97612836,0.322987499,8.129297208,0.043228509,19.34717479,0.613771655,-0.000524104,0.00239793,1.002219697,-0.000524104,2.994376739,0.99732891,0.99497691,7,7.386926763,2.884974274,0.032932076,2.724766875,1.446132802,20.02618554,4.323815747,17.30141867,8.195939611,18.97290768,8.129466572,19.34837784
20180611,P4V3,TZM-BL,37,M21360_BML_5503,20180521J,0.070422535,T20,50,ug/mL,20180611.P4V3,34.23778033,0.48708634,1.281695978,1.104449971,3.287338982,0.097320495,0.838813081,0.138842175,13.17977106,1.781782401,0.025691696,0.003766749,5.777627919,1.566042168,30.35340565,0.098266096,24.57577773,1.664308264,12.72125237,0.200382102,25.83494444,2.607475353,13.52471466,0.553124516,25.01249576,0.893577445,-0.006057284,0.001858069,1.007371138,-0.006057284,3.280809486,0.835980062,0.987865577,7,13.22285567,3.724961877,0.025446777,5.731439729,2.518897587,30.50610674,4.931026166,24.77466701,12.66583331,25.59729414,13.49068807,25.02770393
20180611,P4V4,TZM-BL,37,B25551_XPR_256,20180521W,0.057142857,T20,50,ug/mL,20180611.P4V4,64.24986331,-0.014840728,0.284401029,1.191109427,3.105791123,0.001308283,1.009156739,0.103681499,8.107514097,1.673938348,0.029619787,1.19E-05,2.99500901,0.918530107,22.06276429,2.296368474,19.06775528,1.377838367,9.138382932,0.783940505,21.32688485,0.029209868,8.962941042,0.119505954,21.94584966,0.841270534,-0.002178793,0.001325399,1.001241594,-0.002178793,3.104263501,1.006932465,0.994586502,7,8.087749523,3.015738318,0.029506223,2.954761827,1.563041844,22.1377208,4.468434791,19.18295897,9.12404263,21.2927943,8.964395604,21.97142237
20180611,P4V5,TZM-BL,37,B25551_XPR_184,20180521X,0.114285714,T20,50,ug/mL,20180611.P4V5,78.61520619,0.255246732,0.487332032,1.007174844,3.53148092,0.054268281,1.003820698,0.067627432,12.56028612,2.372691147,0.019305277,0.001056109,4.637727957,1.181941234,34.09328435,4.1630516,29.45555639,2.981110366,14.29774483,1.609675963,33.19970441,1.855048712,14.75859531,1.537240264,32.27249794,2.896104526,-0.002844127,0.00016271,1.00295918,-0.002844127,3.532843308,1.002547942,0.997999341,7,12.52517892,3.646759307,0.019220548,4.59603047,2.200388363,34.13382657,5.093130252,29.5377961,14.28800684,33.22113065,14.86627029,32.39331562
20180612,P1V1,TZM-BL,37,M26610_BML_5911,20180430A,0.037142857,T20,50,ug/mL,20180612.P1V1,65.67419474,0.214106897,0.279445013,1.017933822,3.087924245,0.005281263,0.924230813,0.203720942,9.478145685,3.533782481,0.030866291,0.000884726,3.943704355,2.185812437,23.22230172,4.11486586,19.27859737,1.929053423,9.691157123,1.706333255,20.9316592,0.115826314,10.10039452,0.758291989,20.63392243,1.37469498,0.000197979,0.000164272,0.999918178,0.000197979,3.083368683,0.911395893,0.990401983,7,9.513636678,3.24999693,0.030372792,3.82412742,1.935130595,23.66795687,4.564863266,19.84382945,9.673901004,20.83182316,10.05772825,20.64717211
20180612,P1V2,TZM-BL,37,M26770_XPD_3413,20180507F,0.057142857,T20,50,ug/mL,20180612.P1V2,67.77005533,-0.053846573,0.272037778,1.214707268,3.136060637,0.055585514,0.906283994,0.000750669,10.12942527,0.548997808,0.028864448,0.001607884,4.092435971,0.21873553,25.07193413,1.377649342,20.97949816,1.158913812,10.27461015,0.590255439,22.03080979,1.279520558,9.66673789,0.10869364,23.87964254,2.893210496,-0.002070208,0.00137377,1.00304161,-0.002070208,3.135735692,0.909396737,0.991788013,7,10.06167113,3.330798035,0.028834024,4.052510354,2.018815872,24.98136143,4.642780198,20.92885107,10.23616769,22.00555463,9.662884165,24.12948933
20180612,P1V3,TZM-BL,37,M20100_XPD_2612,20180430N,0.114285714,T20,50,ug/mL,20180612.P1V3,51.63532572,0.105986996,0.189032162,1.310020641,3.820902657,0.109135669,0.795483802,0.022160207,24.26964922,1.79140013,0.015134712,0.001802333,10.94680258,0.56590858,53.82029244,5.160953605,42.87348986,4.595045025,22.90475107,2.125531679,44.78137528,4.986486257,23.04309896,3.379053686,47.18758258,1.802081316,-0.004548983,0.001243091,1.005427981,-0.004548983,3.818669863,0.793265982,0.995897081,7,24.27383316,4.601330042,0.015125454,10.98063167,3.456889144,53.65984344,5.74577094,42.67921176,22.84743231,44.54358882,23.17839745,47.31939203
20180612,P1V4,TZM-BL,37,B26771_XPD_5804,20180507C,0.285714286,T20,50,ug/mL,20180612.P1V4,26.78413793,0.019513,0.347427485,1.076738099,3.306527418,0.207044219,1.017426005,0.095150057,9.649345153,0.129566878,0.024468908,0.004954759,3.494141364,0.285231234,26.7682206,2.900742298,23.27407923,3.185973532,11.21245525,1.507663977,26.58318035,5.670482748,10.6139007,0.664702051,25.91368754,5.362048216,-0.009686603,0.007353517,1.004486881,-0.009686603,3.299865836,1.026417454,0.979340936,7,9.453008457,3.240773546,0.024279752,3.38690184,1.759966175,26.3838083,4.721580917,22.99690646,11.00583318,26.10900163,10.56208256,26.08932936
20180612,P1V5,TZM-BL,37,B26611_XPR_219,20180430C,0.028571429,T20,50,ug/mL,20180612.P1V5,70.38593327,0.100898453,0.254543104,1.003980851,3.280178494,0.131305641,0.926618842,0.058677813,11.24542888,0.253694535,0.025051652,0.003503278,4.452838185,0.160784231,28.44869736,2.308619622,23.99585917,2.469403853,11.74805192,1.021523981,25.69516887,3.495188495,12.67152574,2.075363685,23.76277423,2.537352624,-0.004009526,0.001507473,1.00507547,-0.004009526,3.277153294,0.924605875,0.981676793,7,11.27127293,3.494578551,0.024965607,4.471175706,2.160654241,28.41346478,4.828502862,23.94228908,11.71089274,25.50022686,12.58144417,24.1372267
20180612,P2V1,TZM-BL,37,B26611_XPR_201,20180430E,0.028571429,T20,50,ug/mL,20180612.P2V1,114.5474596,0.272875028,0.329278133,1.088031706,3.256531598,0.074705996,0.768943121,0.078411708,14.33508575,0.657495898,0.027063787,0.003147498,6.666520397,0.82648152,30.91963798,1.005620451,24.25311758,1.832101971,13.06668013,0.152977395,24.99557149,1.940220665,13.37400793,0.40068365,25.27055374,1.656992862,0.000647071,0.000492736,0.999004512,0.000647071,3.253570359,0.769806833,0.991600731,7,14.31013172,3.838965047,0.026927911,6.627058003,2.728368547,30.90057003,4.949561547,24.27351203,13.01734104,24.88258525,13.39051201,25.01695857
20180612,P2V2,TZM-BL,37,B20101_XPR_404,20180430L,0.2,T20,50,ug/mL,20180612.P2V2,149.1836802,-0.254849271,0.933753285,1.012226609,3.749271648,0.012155844,0.977153097,0.005578208,16.35327706,0.020512192,0.01548893,0.000192271,6.155090686,0.026613857,43.44921059,0.296865519,37.29411991,0.323479375,18.2301483,0.14135681,41.49169262,0.516509654,19.20615915,0.539449014,45.05430267,6.73483571,-0.000288311,0.000682237,1.000770725,-0.000288311,3.749177592,0.976935156,0.988702284,7,16.35895238,4.032008456,0.0154897,6.158542472,2.622588952,43.45432773,5.441427961,37.29578526,18.23147879,41.4861267,19.20910366,38.96619504
20180612,P2V3,TZM-BL,37,M26770_XPD_8809,20180507B,0.037142857,T20,50,ug/mL,20180612.P2V3,29.12215454,0.172239756,0.409874428,1.273555496,2.611221472,0.289076631,0.828778565,0.401349598,6.54548676,2.405825465,0.058189319,0.02591884,3.187113598,2.255294468,14.47964261,0.364361164,11.29252902,2.619655632,6.27008082,0.160454267,12.90111309,3.963439098,6.527383385,0.821379332,12.78340232,2.9858359,-0.007516932,0.004654673,1.010808283,-0.007516932,2.549916797,0.715255946,0.981893817,7,7.677743804,2.94068242,0.056250241,3.754930523,1.908786214,15.69875915,3.972578626,11.94382863,6.466509829,11.80603823,6.491730315,12.52920239
20180612,P2V4,TZM-BL,37,M26610_PL_110,20180430H,0.045714286,T20,50,ug/mL,20180612.P2V4,66.03119093,-0.03582506,0.242278979,1.283883322,3.411552038,0.076645259,1.088307077,0.078663168,9.265336689,0.874957023,0.021948662,0.001390152,3.136861635,0.540719462,27.4513724,0.436758669,24.31451077,0.103960793,11.72887895,0.153138049,29.35678175,2.324428032,11.40714767,0.711269156,30.41579862,1.904439969,-0.003739039,0.002173347,1.002202251,-0.003739039,3.408872861,1.087090012,0.99907273,7,9.273011259,3.213037907,0.021918298,3.126825128,1.644698537,27.50033477,4.781377276,24.37350965,11.70852133,29.23115033,11.43572302,30.24979049
